Name,Date,Time,Status,Latitude,Longitude,Maximum Wind,Moderate Wind SW
               ABLE,19500815,1800, HU,25.5N,67.5W,75,-999
               ABLE,19500816,0, HU,25.7N,68.1W,80,-999
               ABLE,19500816,600, HU,25.7N,68.7W,80,-999
               ABLE,19500816,1200, HU,25.5N,69.3W,80,-999
               ABLE,19500816,1800, HU,25.4N,69.8W,85,-999
               ABLE,19500817,0, HU,25.4N,70.6W,90,-999
               ABLE,19500817,600, HU,25.4N,71.5W,95,-999
               ABLE,19500817,1200, HU,25.5N,72.6W,100,-999
               ABLE,19500817,1800, HU,25.9N,73.3W,100,-999
               ABLE,19500818,1800, HU,28.4N,75.3W,105,-999
               ABLE,19500818,600, HU,27.3N,74.4W,100,-999
               ABLE,19500818,0, HU,26.7N,73.9W,100,-999
               ABLE,19500818,1200, HU,27.9N,74.9W,100,-999
               ABLE,19500819,0, HU,29.1N,75.5W,105,-999
               ABLE,19500819,600, HU,29.9N,75.5W,105,-999
               ABLE,19500819,1200, HU,30.7N,75.5W,105,-999
               ABLE,19500819,1800, HU,31.7N,75.5W,110,-999
               ABLE,19500820,0, HU,32.8N,75.2W,110,-999
               ABLE,19500820,1800, HU,37.6N,71.0W,90,-999
               ABLE,19500820,1200, HU,36.0N,72.7W,100,-999
               ABLE,19500820,600, HU,34.4N,74.3W,105,-999
              BAKER,19500821,1800, HU,17.0N,61.0W,75,-999
               ABLE,19500821,0, HU,39.3N,69.4W,80,-999
              BAKER,19500822,600, HU,16.9N,61.8W,75,-999
              BAKER,19500822,0, HU,17.0N,61.4W,85,-999
            CHARLIE,19500828,1200, HU,25.0N,55.5W,75,-999
            CHARLIE,19500828,1800, HU,26.1N,56.4W,80,-999
              BAKER,19500829,1200, HU,23.9N,88.3W,80,-999
              BAKER,19500829,1800, HU,24.1N,88.4W,85,-999
            CHARLIE,19500829,1800, HU,30.4N,57.5W,90,-999
            CHARLIE,19500829,600, HU,28.3N,57.3W,80,-999
            CHARLIE,19500829,0, HU,27.1N,57.1W,80,-999
              BAKER,19500829,600, HU,23.7N,88.0W,75,-999
            CHARLIE,19500829,1200, HU,29.5N,57.5W,85,-999
                DOG,19500830,1800, HU,15.2N,55.6W,80,-999
            CHARLIE,19500830,1200, HU,32.5N,56.1W,90,-999
            CHARLIE,19500830,600, HU,31.9N,56.6W,90,-999
            CHARLIE,19500830,0, HU,31.2N,57.1W,90,-999
            CHARLIE,19500830,1800, HU,32.8N,56.0W,90,-999
              BAKER,19500830,1200, HU,27.0N,89.0W,90,-999
              BAKER,19500830,600, HU,25.7N,88.8W,90,-999
              BAKER,19500830,1800, HU,28.2N,88.7W,85,-999
              BAKER,19500830,0, HU,24.7N,88.6W,90,-999
                DOG,19500831,600, HU,15.9N,58.1W,100,-999
                DOG,19500831,1200, HU,16.2N,59.2W,110,-999
                DOG,19500831,1800, HU,16.5N,60.1W,115,-999
            CHARLIE,19500831,1800, HU,32.8N,57.3W,95,-999
            CHARLIE,19500831,1200, HU,32.8N,56.7W,95,-999
            CHARLIE,19500831,600, HU,32.8N,56.4W,90,-999
            CHARLIE,19500831,0, HU,32.9N,56.2W,90,-999
              BAKER,19500831,0, HU,29.4N,88.2W,75,-999
              BAKER,19500831,300, HU,30.2N,88.0W,75,-999
              BAKER,19500831,400, HU,30.7N,87.9W,75,-999
                DOG,19500831,0, HU,15.5N,56.9W,90,-999
                DOG,19500901,1800, HU,18.2N,63.1W,105,-999
                DOG,19500901,600, HU,17.2N,61.7W,115,-999
                DOG,19500901,0, HU,16.8N,60.9W,115,-999
                DOG,19500901,1200, HU,17.7N,62.4W,110,-999
            CHARLIE,19500901,0, HU,32.8N,57.9W,95,-999
            CHARLIE,19500901,600, HU,32.7N,58.4W,90,-999
            CHARLIE,19500901,1200, HU,32.6N,58.9W,85,-999
            CHARLIE,19500901,1800, HU,32.7N,59.5W,85,-999
                DOG,19500902,1800, HU,20.1N,64.7W,105,-999
                DOG,19500902,1200, HU,19.5N,64.3W,100,-999
                DOG,19500902,600, HU,19.1N,63.9W,100,-999
                DOG,19500902,0, HU,18.6N,63.5W,105,-999
            CHARLIE,19500902,1800, HU,34.3N,61.4W,75,-999
            CHARLIE,19500902,0, HU,33.0N,60.1W,80,-999
            CHARLIE,19500902,1200, HU,33.7N,61.2W,75,-999
            CHARLIE,19500902,600, HU,33.3N,60.7W,80,-999
               EASY,19500903,1200, HU,23.8N,82.3W,75,-999
               EASY,19500903,700, HU,22.7N,82.3W,80,-999
               EASY,19500903,600, HU,22.4N,82.4W,80,-999
               EASY,19500903,1800, HU,24.9N,82.6W,75,-999
                DOG,19500903,1800, HU,22.1N,65.2W,105,-999
            CHARLIE,19500903,0, HU,34.9N,61.5W,75,-999
            CHARLIE,19500903,600, HU,35.4N,61.3W,75,-999
            CHARLIE,19500903,1200, HU,36.0N,61.0W,75,-999
                DOG,19500903,600, HU,21.1N,65.0W,105,-999
                DOG,19500903,0, HU,20.6N,64.9W,105,-999
                DOG,19500903,1200, HU,21.6N,65.1W,105,-999
                DOG,19500904,0, HU,22.4N,65.4W,105,-999
               EASY,19500904,0, HU,26.2N,82.8W,80,-999
               EASY,19500904,600, HU,27.1N,83.3W,85,-999
               EASY,19500904,1200, HU,27.7N,83.5W,85,-999
               EASY,19500904,1800, HU,28.0N,83.8W,85,-999
                DOG,19500904,1800, HU,23.4N,66.4W,110,-999
                DOG,19500904,600, HU,22.7N,65.7W,105,-999
                DOG,19500904,1200, HU,23.1N,66.0W,105,-999
               EASY,19500905,600, HU,28.5N,83.3W,105,-999
                DOG,19500905,0, HU,23.7N,66.8W,115,-999
                DOG,19500905,600, HU,24.1N,67.3W,120,-999
                DOG,19500905,1200, HU,24.6N,67.7W,125,-999
                DOG,19500905,1800, HU,25.3N,68.2W,125,-999
               EASY,19500905,1200, HU,28.8N,83.0W,105,-999
               EASY,19500905,1800, HU,29.1N,82.8W,105,-999
               EASY,19500905,1700, HU,29.1N,82.8W,105,-999
               EASY,19500905,0, HU,28.1N,83.7W,95,-999
               EASY,19500906,600, HU,28.4N,82.6W,75,-999
               EASY,19500906,400, HU,28.5N,82.7W,90,-999
               EASY,19500906,0, HU,28.7N,82.8W,95,-999
                DOG,19500906,1200, HU,27.5N,68.2W,120,-999
                DOG,19500906,1800, HU,28.2N,68.1W,120,-999
                DOG,19500906,0, HU,26.1N,68.4W,125,-999
                DOG,19500906,600, HU,26.8N,68.4W,120,-999
                DOG,19500907,1800, HU,30.4N,67.4W,85,-999
                DOG,19500907,1200, HU,30.2N,67.6W,100,-999
                DOG,19500907,600, HU,29.6N,67.9W,105,-999
                DOG,19500907,0, HU,28.9N,68.0W,115,-999
                DOG,19500908,1800, HU,31.0N,67.9W,75,-999
                DOG,19500908,1200, HU,30.9N,67.6W,75,-999
                DOG,19500908,600, HU,30.8N,67.4W,75,-999
                DOG,19500908,0, HU,30.6N,67.3W,80,-999
                FOX,19500911,1800, HU,19.6N,51.2W,75,-999
                DOG,19500911,1800, HU,37.9N,71.4W,85,-999
                DOG,19500911,1200, HU,36.4N,71.9W,85,-999
                DOG,19500911,600, HU,34.9N,72.2W,80,-999
                DOG,19500911,0, HU,33.3N,72.1W,75,-999
                DOG,19500912,600, EX,39.7N,68.4W,75,-999
                DOG,19500912,0, EX,39.0N,70.0W,80,-999
                FOX,19500912,0, HU,20.2N,51.8W,75,-999
                FOX,19500912,600, HU,21.0N,52.5W,80,-999
                FOX,19500912,1200, HU,21.7N,53.4W,80,-999
                FOX,19500912,1800, HU,22.3N,54.2W,85,-999
                FOX,19500913,600, HU,22.9N,55.8W,95,-999
                FOX,19500913,1200, HU,23.1N,56.5W,95,-999
                FOX,19500913,1800, HU,23.3N,57.2W,100,-999
                FOX,19500913,0, HU,22.7N,55.0W,90,-999
                FOX,19500914,1800, HU,24.9N,59.4W,120,-999
                FOX,19500914,1200, HU,24.1N,58.9W,115,-999
                FOX,19500914,600, HU,23.8N,58.4W,110,-999
                FOX,19500914,0, HU,23.6N,57.8W,105,-999
                FOX,19500915,1800, HU,30.2N,59.3W,115,-999
                FOX,19500915,0, HU,25.9N,59.7W,120,-999
                FOX,19500915,600, HU,27.0N,59.8W,120,-999
                FOX,19500915,1200, HU,28.2N,59.7W,120,-999
                FOX,19500916,1800, HU,37.8N,52.2W,90,-999
                FOX,19500916,1200, HU,36.5N,54.5W,100,-999
                FOX,19500916,600, HU,34.7N,56.5W,105,-999
                FOX,19500916,0, HU,32.6N,58.2W,110,-999
                FOX,19500917,0, HU,39.5N,48.5W,85,-999
             GEORGE,19501002,1800, HU,31.0N,65.7W,85,-999
             GEORGE,19501002,1200, HU,30.8N,65.1W,85,-999
             GEORGE,19501002,600, HU,30.4N,64.9W,80,-999
             GEORGE,19501002,0, HU,30.0N,64.7W,75,-999
             GEORGE,19501003,1800, HU,32.9N,67.8W,95,-999
             GEORGE,19501003,1200, HU,31.9N,67.5W,90,-999
             GEORGE,19501003,600, HU,31.5N,66.8W,90,-999
             GEORGE,19501003,0, HU,31.2N,66.2W,90,-999
             GEORGE,19501004,1800, HU,39.1N,63.7W,95,-999
             GEORGE,19501004,1200, HU,37.3N,65.7W,95,-999
             GEORGE,19501004,600, HU,35.7N,67.3W,95,-999
             GEORGE,19501004,0, HU,34.2N,68.0W,95,-999
             GEORGE,19501005,0, EX,41.4N,60.7W,85,-999
               ITEM,19501010,0, HU,20.5N,94.3W,75,-999
               ITEM,19501010,600, HU,20.2N,94.7W,80,-999
               ITEM,19501010,1200, HU,19.8N,95.1W,85,-999
               ITEM,19501010,1800, HU,19.4N,95.4W,90,-999
               ITEM,19501011,600, HU,18.8N,95.9W,75,-999
               ITEM,19501011,400, HU,18.9N,95.9W,90,-999
               ITEM,19501011,0, HU,19.1N,95.7W,90,-999
                JIG,19501014,0, HU,27.0N,57.7W,75,-999
                JIG,19501014,600, HU,28.0N,58.6W,75,-999
                JIG,19501014,1200, HU,29.0N,59.4W,80,-999
                JIG,19501014,1800, HU,29.9N,60.1W,80,-999
                JIG,19501015,600, HU,31.9N,60.2W,90,-999
                JIG,19501015,1800, HU,34.1N,58.5W,100,-999
                JIG,19501015,0, HU,30.8N,60.3W,85,-999
                JIG,19501015,1200, HU,33.0N,59.7W,100,-999
               KING,19501016,1200, HU,19.3N,78.7W,75,-999
               KING,19501016,1800, HU,20.0N,78.3W,80,-999
               KING,19501016,2200, HU,20.9N,78.3W,80,-999
                JIG,19501016,600, EX,36.0N,56.1W,80,-999
                JIG,19501016,1200, EX,36.9N,54.6W,75,-999
                JIG,19501016,1800, EX,38.1N,52.2W,75,-999
                JIG,19501016,0, HU,35.1N,57.4W,90,-999
               KING,19501017,1800, HU,24.0N,79.5W,90,-999
               KING,19501017,0, HU,21.1N,78.2W,75,-999
                JIG,19501017,0, EX,39.5N,49.2W,75,-999
                JIG,19501017,600, EX,41.0N,46.0W,75,-999
               KING,19501018,0, HU,24.7N,79.8W,105,-999
               KING,19501018,600, HU,25.9N,80.3W,115,-999
               KING,19501018,1200, HU,27.1N,81.0W,80,-999
               KING,19501018,500, HU,25.7N,80.2W,115,-999
               ABLE,19510518,0, HU,27.1N,78.6W,75,-999
               ABLE,19510518,600, HU,26.9N,78.3W,75,-999
               ABLE,19510518,1200, HU,27.0N,77.9W,75,-999
               ABLE,19510519,1200, HU,28.1N,76.6W,75,-999
               ABLE,19510519,1800, HU,28.7N,76.3W,75,-999
               ABLE,19510520,1800, HU,32.4N,75.2W,75,-999
               ABLE,19510520,1200, HU,31.4N,75.4W,75,-999
               ABLE,19510520,600, HU,30.5N,75.7W,75,-999
               ABLE,19510520,0, HU,29.5N,76.0W,75,-999
               ABLE,19510521,0, HU,33.5N,75.0W,75,-999
               ABLE,19510521,600, HU,34.7N,74.6W,75,-999
               ABLE,19510521,1200, HU,35.6N,74.2W,75,-999
               ABLE,19510521,1800, HU,36.1N,73.8W,75,-999
               ABLE,19510522,0, HU,36.3N,73.2W,80,-999
               ABLE,19510522,600, HU,36.5N,72.3W,80,-999
               ABLE,19510522,1200, HU,36.6N,71.1W,80,-999
               ABLE,19510522,1800, HU,36.7N,69.9W,80,-999
               ABLE,19510523,1200, HU,37.3N,65.0W,75,-999
               ABLE,19510523,0, HU,36.8N,68.7W,80,-999
               ABLE,19510523,600, HU,37.0N,67.0W,80,-999
            CHARLIE,19510817,0, HU,16.3N,70.2W,75,-999
            CHARLIE,19510817,600, HU,16.4N,71.7W,80,-999
            CHARLIE,19510817,1200, HU,16.6N,73.1W,85,-999
            CHARLIE,19510817,1800, HU,17.1N,74.6W,95,-999
            CHARLIE,19510818,1800, HU,18.6N,80.9W,75,-999
            CHARLIE,19510818,0, HU,17.6N,76.2W,110,-999
            CHARLIE,19510818,300, HU,17.9N,76.9W,110,-999
            CHARLIE,19510818,600, HU,18.1N,77.8W,85,-999
            CHARLIE,19510818,1200, HU,18.3N,79.4W,75,-999
            CHARLIE,19510819,1800, HU,19.8N,85.6W,100,-999
            CHARLIE,19510819,1200, HU,19.4N,84.5W,85,-999
            CHARLIE,19510819,0, HU,18.9N,82.2W,80,-999
            CHARLIE,19510819,600, HU,19.2N,83.4W,85,-999
            CHARLIE,19510820,0, HU,20.2N,86.7W,115,-999
            CHARLIE,19510820,200, HU,20.3N,87.0W,115,-999
            CHARLIE,19510820,300, HU,20.4N,87.3W,115,-999
            CHARLIE,19510820,600, HU,20.6N,87.9W,90,-999
            CHARLIE,19510822,1900, HU,22.3N,97.8W,100,-999
            CHARLIE,19510822,1800, HU,22.2N,97.5W,100,-999
            CHARLIE,19510822,600, HU,21.9N,95.7W,80,-999
            CHARLIE,19510822,1200, HU,22.1N,96.6W,85,-999
                DOG,19510902,1800, HU,14.2N,62.7W,75,-999
                DOG,19510902,1200, HU,14.2N,61.1W,80,-999
               EASY,19510904,1200, HU,17.2N,48.2W,85,-999
               EASY,19510904,1800, HU,17.8N,49.7W,90,-999
               EASY,19510904,600, HU,16.9N,46.9W,80,-999
               EASY,19510904,0, HU,16.7N,45.7W,75,-999
                FOX,19510905,1200, HU,16.8N,37.8W,75,-999
                FOX,19510905,1800, HU,17.3N,39.3W,75,-999
               EASY,19510905,0, HU,18.7N,51.3W,95,-999
               EASY,19510905,600, HU,19.7N,52.9W,95,-999
               EASY,19510905,1200, HU,20.6N,54.4W,90,-999
               EASY,19510905,1800, HU,21.2N,55.9W,90,-999
                FOX,19510906,1800, HU,19.6N,45.6W,90,-999
                FOX,19510906,1200, HU,18.9N,43.7W,90,-999
                FOX,19510906,600, HU,18.3N,42.1W,85,-999
                FOX,19510906,0, HU,17.8N,40.7W,80,-999
               EASY,19510906,1200, HU,22.3N,60.6W,90,-999
               EASY,19510906,600, HU,21.9N,59.1W,85,-999
               EASY,19510906,0, HU,21.5N,57.4W,85,-999
               EASY,19510906,1800, HU,22.6N,61.9W,100,-999
                FOX,19510907,1800, HU,23.1N,52.4W,100,-999
                FOX,19510907,0, HU,20.3N,47.3W,95,-999
                FOX,19510907,600, HU,21.1N,49.0W,95,-999
                FOX,19510907,1200, HU,22.0N,50.7W,100,-999
               EASY,19510907,0, HU,23.0N,63.2W,110,-999
               EASY,19510907,600, HU,23.6N,64.6W,115,-999
               EASY,19510907,1200, HU,24.5N,66.0W,120,-999
               EASY,19510907,1800, HU,25.4N,66.9W,125,-999
                FOX,19510908,0, HU,24.3N,53.8W,100,-999
               EASY,19510908,0, HU,26.2N,67.5W,130,-999
               EASY,19510908,600, HU,27.1N,67.6W,130,-999
               EASY,19510908,1200, HU,27.9N,67.4W,125,-999
               EASY,19510908,1800, HU,28.6N,67.1W,120,-999
                FOX,19510908,1200, HU,27.2N,56.6W,95,-999
                FOX,19510908,600, HU,25.5N,55.2W,95,-999
                FOX,19510908,1800, HU,29.6N,57.9W,95,-999
               EASY,19510909,1200, HU,30.5N,64.3W,95,-999
               EASY,19510909,600, HU,29.9N,65.5W,100,-999
               EASY,19510909,0, HU,29.4N,66.4W,110,-999
                FOX,19510909,1800, HU,40.3N,54.6W,80,-999
                FOX,19510909,1200, HU,37.8N,58.2W,85,-999
                FOX,19510909,600, HU,35.1N,59.1W,90,-999
                FOX,19510909,0, HU,32.2N,58.7W,90,-999
               EASY,19510909,1800, HU,31.6N,62.6W,90,-999
                FOX,19510910,1800, EX,50.0N,29.8W,75,-999
                FOX,19510910,600, EX,44.5N,43.9W,75,-999
                FOX,19510910,0, EX,42.3N,50.5W,75,-999
                FOX,19510910,1200, EX,47.2N,36.8W,75,-999
               EASY,19510910,0, HU,33.0N,61.1W,85,-999
               EASY,19510910,600, HU,34.2N,59.7W,85,-999
               EASY,19510910,1800, HU,36.7N,56.7W,80,-999
               EASY,19510910,1200, HU,35.4N,58.1W,85,-999
               EASY,19510911,0, HU,37.9N,55.5W,80,-999
               EASY,19510911,600, HU,39.0N,54.1W,75,-999
                HOW,19511003,1800, HU,32.1N,76.1W,80,-999
                HOW,19511003,1200, HU,31.4N,76.5W,75,-999
                HOW,19511004,0, HU,32.8N,75.7W,85,-999
                HOW,19511004,600, HU,33.6N,75.2W,85,-999
                HOW,19511004,1200, HU,34.3N,74.6W,85,-999
                HOW,19511004,1800, HU,34.9N,74.0W,80,-999
                HOW,19511005,0, HU,35.4N,73.4W,80,-999
                HOW,19511005,600, HU,36.1N,72.6W,80,-999
                HOW,19511005,1200, HU,36.9N,71.6W,85,-999
                HOW,19511005,1800, HU,37.7N,70.4W,85,-999
                HOW,19511006,0, HU,38.4N,69.2W,85,-999
                HOW,19511006,600, HU,39.1N,67.6W,85,-999
                HOW,19511006,1200, EX,39.7N,65.4W,80,-999
                HOW,19511006,1800, EX,40.3N,61.2W,75,-999
                HOW,19511007,1800, EX,44.7N,39.8W,75,-999
                HOW,19511007,1200, EX,43.5N,45.5W,75,-999
                HOW,19511007,600, EX,42.3N,51.0W,75,-999
                HOW,19511007,0, EX,41.2N,56.7W,75,-999
                HOW,19511008,0, EX,46.4N,34.0W,75,-999
                HOW,19511008,600, EX,49.3N,29.3W,75,-999
                HOW,19511008,1200, EX,52.3N,26.3W,75,-999
                HOW,19511008,1800, EX,56.3N,23.0W,75,-999
               ABLE,19520830,1800, HU,30.7N,79.9W,80,-999
               ABLE,19520831,300, HU,32.3N,80.6W,85,-999
               ABLE,19520831,0, HU,31.7N,80.4W,85,-999
              BAKER,19520906,0, HU,33.4N,70.7W,75,-999
              BAKER,19520906,600, HU,33.7N,70.4W,75,-999
              BAKER,19520906,1200, HU,34.3N,69.7W,75,-999
              BAKER,19520906,1800, HU,35.1N,69.0W,80,-999
              BAKER,19520907,0, HU,36.2N,67.9W,90,-999
              BAKER,19520907,600, HU,37.6N,66.0W,95,-999
              BAKER,19520907,1200, HU,38.9N,63.5W,95,-999
              BAKER,19520907,1800, HU,40.4N,60.1W,95,-999
              BAKER,19520908,1800, EX,50.0N,47.3W,75,-999
              BAKER,19520908,0, EX,42.5N,56.4W,90,-999
              BAKER,19520908,1200, EX,48.0N,48.9W,80,-999
              BAKER,19520908,600, EX,45.4N,52.3W,85,-999
              BAKER,19520909,0, EX,51.8N,47.0W,75,-999
              BAKER,19520909,600, EX,53.8N,46.0W,75,-999
            CHARLIE,19520926,0, HU,27.2N,74.9W,75,-999
            CHARLIE,19520926,600, HU,27.9N,74.8W,85,-999
            CHARLIE,19520926,1200, HU,29.0N,74.3W,95,-999
            CHARLIE,19520926,1800, HU,30.3N,73.1W,105,-999
            CHARLIE,19520927,0, HU,31.5N,71.6W,105,-999
            CHARLIE,19520927,1800, HU,35.1N,65.9W,95,-999
            CHARLIE,19520927,1200, HU,33.8N,68.6W,100,-999
            CHARLIE,19520927,600, HU,32.5N,70.2W,100,-999
            CHARLIE,19520928,1800, EX,39.9N,57.1W,85,-999
            CHARLIE,19520928,600, EX,38.4N,60.8W,90,-999
            CHARLIE,19520928,0, HU,36.7N,63.0W,95,-999
            CHARLIE,19520928,1200, EX,39.5N,58.7W,85,-999
            CHARLIE,19520929,0, EX,40.3N,55.5W,75,-999
               EASY,19521008,1200, HU,17.7N,50.5W,80,-999
               EASY,19521008,1800, HU,18.0N,50.4W,90,-999
               EASY,19521009,0, HU,18.1N,50.1W,85,-999
               EASY,19521009,600, HU,18.1N,49.8W,75,-999
                FOX,19521023,1200, HU,18.3N,82.0W,110,-999
                FOX,19521023,0, HU,17.6N,82.0W,75,-999
                FOX,19521023,600, HU,17.9N,82.0W,95,-999
                FOX,19521023,1800, HU,18.8N,82.0W,115,-999
                FOX,19521024,1800, HU,22.0N,80.9W,125,-999
                FOX,19521024,1200, HU,21.0N,81.3W,120,-999
                FOX,19521024,0, HU,19.4N,81.9W,115,-999
                FOX,19521024,600, HU,20.0N,81.6W,120,-999
                FOX,19521025,0, HU,22.8N,80.5W,85,-999
                FOX,19521026,1500, HU,24.5N,75.6W,75,-999
                FOX,19521026,1200, HU,24.6N,75.9W,75,-999
                FOX,19521026,600, HU,24.8N,76.6W,75,-999
                FOX,19521026,1000, HU,24.7N,76.2W,75,-999
            BARBARA,19530814,1200, HU,36.6N,75.7W,75,-999
            BARBARA,19530814,1800, HU,37.6N,74.9W,80,-999
            BARBARA,19530814,0, HU,34.6N,76.2W,80,-999
            BARBARA,19530814,500, HU,35.4N,76.1W,75,-999
            BARBARA,19530814,600, HU,35.6N,76.0W,75,-999
            BARBARA,19530814,300, HU,35.0N,76.1W,80,-999
            BARBARA,19530815,0, HU,38.7N,73.0W,75,-999
              CAROL,19530901,1200, HU,14.0N,46.6W,80,-999
              CAROL,19530901,1800, HU,14.1N,48.2W,90,-999
              CAROL,19530902,1800, HU,16.5N,54.3W,125,-999
              CAROL,19530902,1200, HU,15.7N,52.7W,120,-999
              CAROL,19530902,600, HU,15.0N,51.2W,110,-999
              CAROL,19530902,0, HU,14.4N,49.7W,100,-999
              CAROL,19530903,1800, HU,20.0N,60.1W,140,-999
              CAROL,19530903,1200, HU,19.1N,58.7W,140,-999
              CAROL,19530903,600, HU,18.2N,57.3W,135,-999
              CAROL,19530903,0, HU,17.3N,55.9W,130,-999
              CAROL,19530904,1200, HU,23.6N,63.2W,120,-999
              CAROL,19530904,1800, HU,24.9N,64.0W,115,-999
              CAROL,19530904,0, HU,21.2N,61.3W,135,-999
              CAROL,19530904,600, HU,22.4N,62.4W,125,-999
              CAROL,19530905,600, HU,27.5N,65.7W,115,-999
              CAROL,19530905,0, HU,26.2N,64.8W,115,-999
              CAROL,19530905,1200, HU,28.8N,66.5W,110,-999
              CAROL,19530905,1800, HU,29.9N,67.2W,105,-999
              CAROL,19530906,1200, HU,33.4N,69.4W,90,-999
              CAROL,19530906,1800, HU,35.0N,70.0W,85,-999
              CAROL,19530906,0, HU,31.0N,67.9W,100,-999
              CAROL,19530906,600, HU,32.2N,68.6W,95,-999
              CAROL,19530907,2000, HU,44.2N,66.4W,75,-999
              CAROL,19530907,1800, HU,43.4N,66.8W,75,-999
              CAROL,19530907,1200, HU,40.6N,68.4W,75,-999
              CAROL,19530907,600, HU,38.8N,70.0W,75,-999
              CAROL,19530907,0, HU,37.0N,70.5W,80,-999
               EDNA,19530915,1800, HU,21.9N,68.0W,75,-999
               EDNA,19530916,1800, HU,25.8N,71.1W,90,-999
               EDNA,19530916,1200, HU,24.6N,70.8W,80,-999
               EDNA,19530916,0, HU,22.9N,69.1W,75,-999
               EDNA,19530916,600, HU,23.7N,70.0W,80,-999
               EDNA,19530917,0, HU,27.1N,70.8W,95,-999
               EDNA,19530917,600, HU,28.2N,70.4W,95,-999
               EDNA,19530917,1200, HU,29.3N,69.1W,95,-999
               EDNA,19530917,1800, HU,30.7N,67.6W,100,-999
               EDNA,19530918,1800, HU,38.9N,56.1W,80,-999
               EDNA,19530918,1200, HU,36.5N,60.0W,85,-999
               EDNA,19530918,600, HU,34.3N,63.4W,95,-999
               EDNA,19530918,0, HU,32.3N,65.8W,100,-999
               EDNA,19530920,1800, EX,52.6N,16.7W,80,-999
               EDNA,19530920,1200, EX,51.3N,21.3W,80,-999
               EDNA,19530921,0, EX,53.8N,13.0W,75,-999
           FLORENCE,19530925,1800, HU,25.9N,87.5W,100,-999
           FLORENCE,19530925,1200, HU,24.6N,87.6W,90,-999
           FLORENCE,19530925,600, HU,23.4N,87.0W,80,-999
           FLORENCE,19530926,0, HU,27.4N,87.2W,95,-999
           FLORENCE,19530926,600, HU,28.9N,86.8W,90,-999
           FLORENCE,19530926,1200, HU,29.9N,86.4W,80,-999
           FLORENCE,19530926,1500, HU,30.3N,86.2W,80,-999
              HAZEL,19531009,1600, HU,26.7N,82.1W,75,-999
              HAZEL,19531009,1500, HU,26.7N,82.2W,75,-999
              HAZEL,19531009,1200, HU,26.2N,83.3W,75,-999
              ALICE,19540625,1400, HU,25.0N,97.6W,95,-999
              ALICE,19540625,1200, HU,24.8N,97.2W,95,-999
              ALICE,19540625,600, HU,24.2N,96.3W,80,-999
              CAROL,19540828,0, HU,30.0N,76.7W,80,-999
              CAROL,19540828,600, HU,30.2N,76.9W,85,-999
              CAROL,19540828,1200, HU,30.3N,77.2W,85,-999
              CAROL,19540828,1800, HU,30.4N,77.4W,85,-999
              CAROL,19540829,1800, HU,30.8N,77.8W,80,-999
              CAROL,19540829,1200, HU,30.5N,77.7W,80,-999
              CAROL,19540829,0, HU,30.4N,77.5W,85,-999
              CAROL,19540829,600, HU,30.3N,77.6W,80,-999
              CAROL,19540830,0, HU,31.1N,77.8W,80,-999
              CAROL,19540830,600, HU,31.6N,77.7W,85,-999
              CAROL,19540830,1200, HU,32.2N,77.6W,90,-999
              CAROL,19540830,1800, HU,33.0N,77.2W,95,-999
              CAROL,19540831,1500, HU,41.3N,72.0W,100,-999
              CAROL,19540831,1800, EX,43.1N,71.4W,80,-999
              CAROL,19540831,1200, HU,39.5N,72.8W,100,-999
              CAROL,19540831,1400, HU,40.9N,72.2W,100,-999
              CAROL,19540831,600, HU,36.6N,74.1W,100,-999
              CAROL,19540831,0, HU,34.2N,76.1W,95,-999
              DOLLY,19540901,1800, HU,31.7N,69.8W,75,-999
               EDNA,19540908,0, HU,24.2N,74.3W,75,-999
               EDNA,19540908,600, HU,24.8N,74.8W,80,-999
               EDNA,19540908,1200, HU,25.5N,75.2W,85,-999
               EDNA,19540908,1800, HU,26.3N,75.4W,95,-999
               EDNA,19540909,1200, HU,28.2N,76.4W,105,-999
               EDNA,19540909,1800, HU,28.8N,76.5W,110,-999
               EDNA,19540909,600, HU,27.6N,76.0W,100,-999
               EDNA,19540909,0, HU,26.9N,75.6W,95,-999
               EDNA,19540910,1800, HU,32.7N,75.5W,110,-999
               EDNA,19540910,1200, HU,31.5N,75.9W,110,-999
               EDNA,19540910,600, HU,30.5N,76.1W,110,-999
               EDNA,19540910,0, HU,29.6N,76.3W,110,-999
               EDNA,19540911,0, HU,34.0N,74.8W,110,-999
               EDNA,19540911,600, HU,36.0N,73.8W,105,-999
               EDNA,19540911,1200, HU,38.1N,72.5W,100,-999
               EDNA,19540911,1800, HU,41.1N,70.7W,95,-999
               EDNA,19540911,1830, HU,41.4N,70.5W,95,-999
               EDNA,19540911,1900, HU,41.7N,70.3W,95,-999
               EDNA,19540911,1930, HU,41.9N,70.1W,90,-999
            UNNAMED,19541002,1800, HU,30.5N,54.5W,75,-999
            UNNAMED,19541003,0, HU,30.7N,55.6W,75,-999
            UNNAMED,19541003,600, HU,31.1N,55.9W,75,-999
            UNNAMED,19541003,1200, HU,31.5N,56.0W,75,-999
            UNNAMED,19541003,1800, HU,31.8N,55.7W,75,-999
            UNNAMED,19541004,1800, HU,33.6N,51.7W,80,-999
            UNNAMED,19541004,1200, HU,33.0N,53.0W,80,-999
            UNNAMED,19541004,0, HU,32.1N,55.1W,75,-999
            UNNAMED,19541004,600, HU,32.5N,54.2W,80,-999
