FID,YEAR,MONTH,DAY,AD_TIME,BTID,NAME,LAT,LONG,WIND_KTS,PRESSURE,CAT,BASIN,Shape_Leng
46308,1958,9,28,0600Z,862,HELENE,35.8,-73.2,110,950,H3,North Atlantic,2.915476
46336,1958,8,29,0600Z,858,DAISY,38.0,-72.9,110,970,H3,North Atlantic,2.765863
47197,1958,8,28,0000Z,858,DAISY,30.4,-75.1,105,935,H3,North Atlantic,1.208305
44969,1958,8,29,1200Z,858,DAISY,39.8,-70.8,105,977,H3,North Atlantic,2.86531
46055,1958,8,29,0000Z,858,DAISY,36.2,-74.0,110,963,H3,North Atlantic,2.109502
47821,1958,8,28,0600Z,858,DAISY,31.5,-74.6,110,938,H3,North Atlantic,1.552417
32393,1958,8,14,0600Z,857,CLEO,13.3,-44.2,100,0,H3,North Atlantic,1.5811389999999999
47800,1958,8,28,1200Z,858,DAISY,33.0,-74.2,110,946,H3,North Atlantic,1.603122
39230,1958,8,18,0000Z,857,CLEO,30.4,-55.9,100,968,H3,North Atlantic,1.3
39225,1958,8,17,1800Z,857,CLEO,29.3,-55.2,105,970,H3,North Atlantic,1.3038399999999999
39221,1958,8,17,1200Z,857,CLEO,28.2,-54.3,110,971,H3,North Atlantic,1.421267
39215,1958,8,17,0600Z,857,CLEO,26.9,-53.2,110,967,H3,North Atlantic,1.702939
32793,1958,8,14,1200Z,857,CLEO,13.8,-45.7,115,0,H4,North Atlantic,1.523155
32796,1958,8,14,1800Z,857,CLEO,14.4,-47.1,120,962,H4,North Atlantic,1.3892440000000001
38296,1958,8,16,1800Z,857,CLEO,23.9,-51.4,110,957,H3,North Atlantic,1.7
38301,1958,8,17,0000Z,857,CLEO,25.4,-52.2,110,963,H3,North Atlantic,1.802776
31870,1958,8,16,0000Z,857,CLEO,19.6,-49.8,140,948,H5,North Atlantic,1.486607
47626,1958,8,28,1800Z,858,DAISY,34.6,-74.1,110,955,H3,North Atlantic,1.603122
31854,1958,8,15,0600Z,857,CLEO,15.8,-49.0,125,962,H4,North Atlantic,0.9486829999999999
31847,1958,8,15,0000Z,857,CLEO,15.1,-48.3,125,962,H4,North Atlantic,0.989949
31860,1958,8,15,1200Z,857,CLEO,16.7,-49.3,130,960,H4,North Atlantic,1.4142139999999999
31866,1958,8,15,1800Z,857,CLEO,18.1,-49.5,135,952,H4,North Atlantic,1.529706
47630,1958,9,28,0000Z,862,HELENE,34.8,-75.8,110,946,H3,North Atlantic,2.785678
44575,1959,10,2,0600Z,873,HANNAH,33.5,-68.9,110,959,H3,North Atlantic,1.0
44572,1959,10,2,0000Z,873,HANNAH,32.6,-69.3,110,959,H3,North Atlantic,0.984886
43550,1959,10,2,1800Z,873,HANNAH,34.5,-67.1,110,959,H3,North Atlantic,0.984886
43644,1959,10,1,0000Z,873,HANNAH,28.8,-66.1,105,0,H3,North Atlantic,1.280625
43556,1959,10,3,0000Z,873,HANNAH,34.9,-66.2,110,959,H3,North Atlantic,0.8246209999999999
43791,1959,10,2,1200Z,873,HANNAH,34.1,-68.1,110,959,H3,North Atlantic,1.077033
43859,1959,10,1,0600Z,873,HANNAH,29.6,-67.1,110,959,H3,North Atlantic,1.280625
42707,1959,10,3,1800Z,873,HANNAH,35.9,-63.8,100,0,H3,North Atlantic,0.943398
42698,1959,10,3,1200Z,873,HANNAH,35.4,-64.6,105,959,H3,North Atlantic,0.943398
42680,1959,10,3,0600Z,873,HANNAH,35.1,-65.4,110,959,H3,North Atlantic,0.8544
50044,1959,9,29,1200Z,872,GRACIE,31.3,-79.6,120,950,H4,North Atlantic,1.360147
49653,1959,9,28,1800Z,872,GRACIE,29.4,-77.1,100,0,H3,North Atlantic,0.943398
49658,1959,9,29,0000Z,872,GRACIE,29.9,-77.9,110,0,H3,North Atlantic,1.0
50043,1959,9,29,0600Z,872,GRACIE,30.5,-78.7,120,0,H4,North Atlantic,1.204159
44409,1959,10,1,1800Z,873,HANNAH,31.5,-68.9,110,959,H3,North Atlantic,1.1704700000000001
44407,1959,10,1,1200Z,873,HANNAH,30.4,-68.1,110,959,H3,North Atlantic,1.360147
50845,1959,9,29,1800Z,872,GRACIE,32.4,-80.4,105,0,H3,North Atlantic,1.3892440000000001
30864,1960,9,3,1800Z,880,DONNA,15.6,-54.6,135,947,H4,North Atlantic,1.746425
53697,1960,9,15,0600Z,881,ETHEL,28.1,-88.9,140,0,H5,North Atlantic,1.0
53694,1960,9,15,0000Z,881,ETHEL,27.0,-89.1,110,981,H3,North Atlantic,1.118034
29512,1960,9,4,1200Z,880,DONNA,16.8,-59.5,140,952,H5,North Atlantic,1.360147
29509,1960,9,4,0600Z,880,DONNA,16.4,-58.0,140,0,H5,North Atlantic,1.552417
31537,1960,9,3,0600Z,880,DONNA,14.7,-51.2,130,0,H4,North Atlantic,1.7720049999999998
31533,1960,9,3,0000Z,880,DONNA,14.3,-49.4,125,0,H4,North Atlantic,1.843909
31530,1960,9,2,1800Z,880,DONNA,13.9,-47.6,120,973,H4,North Atlantic,1.843909
30855,1960,9,4,0000Z,880,DONNA,16.0,-56.3,135,0,H4,North Atlantic,1.746425
28768,1960,9,4,1800Z,880,DONNA,17.2,-60.8,135,0,H4,North Atlantic,1.3
27340,1960,9,5,1200Z,880,DONNA,19.1,-64.7,115,958,H4,North Atlantic,1.16619
27346,1960,9,5,1800Z,880,DONNA,19.7,-65.7,110,0,H3,North Atlantic,1.0
27353,1960,9,6,0000Z,880,DONNA,20.3,-66.5,110,0,H3,North Atlantic,0.943398
26833,1960,9,6,1200Z,880,DONNA,21.2,-68.1,110,940,H3,North Atlantic,0.8544
26840,1960,9,7,0000Z,880,DONNA,21.8,-69.7,120,0,H4,North Atlantic,0.8246209999999999
26843,1960,9,7,0600Z,880,DONNA,22.0,-70.5,120,0,H4,North Atlantic,0.806226
26846,1960,9,7,1200Z,880,DONNA,22.1,-71.3,125,945,H4,North Atlantic,0.9
26837,1960,9,6,1800Z,880,DONNA,21.5,-68.9,115,0,H4,North Atlantic,0.8544
27830,1960,9,6,0600Z,880,DONNA,20.8,-67.3,110,0,H3,North Atlantic,0.8944270000000001
25942,1960,9,7,1800Z,880,DONNA,22.1,-72.2,125,0,H4,North Atlantic,1.004988
50578,1960,9,11,0600Z,880,DONNA,28.5,-81.7,100,969,H3,North Atlantic,1.664332
25695,1960,9,8,0000Z,880,DONNA,22.2,-73.2,130,0,H4,North Atlantic,1.104536
25701,1960,9,8,0600Z,880,DONNA,22.3,-74.3,130,0,H4,North Atlantic,1.0
25706,1960,9,8,1200Z,880,DONNA,22.3,-75.3,130,948,H4,North Atlantic,0.806226
32809,1960,9,2,0600Z,880,DONNA,13.3,-44.3,105,0,H3,North Atlantic,1.529706
51692,1960,9,11,0000Z,880,DONNA,27.3,-81.9,105,960,H3,North Atlantic,1.216553
28945,1960,9,5,0600Z,880,DONNA,18.4,-63.4,120,0,H4,North Atlantic,1.476482
28937,1960,9,5,0000Z,880,DONNA,17.7,-62.0,130,0,H4,North Atlantic,1.565248
30181,1960,9,3,1200Z,880,DONNA,15.2,-52.9,130,965,H4,North Atlantic,1.746425
32810,1960,9,2,1200Z,880,DONNA,13.6,-45.8,115,980,H4,North Atlantic,1.824829
50652,1960,9,10,0000Z,880,DONNA,24.2,-80.1,120,932,H4,North Atlantic,0.781025
50657,1960,9,10,0600Z,880,DONNA,24.7,-80.7,115,932,H4,North Atlantic,0.8485280000000001
51969,1960,9,10,1800Z,880,DONNA,26.2,-81.7,115,950,H4,North Atlantic,1.118034
51573,1960,9,10,1200Z,880,DONNA,25.3,-81.3,120,938,H4,North Atlantic,0.984886
23397,1960,9,9,1800Z,880,DONNA,23.7,-79.4,125,939,H4,North Atlantic,0.860233
24338,1960,9,9,0600Z,880,DONNA,22.7,-77.8,130,940,H4,North Atlantic,1.029563
24329,1960,9,8,1800Z,880,DONNA,22.4,-76.1,130,944,H4,North Atlantic,0.8
24334,1960,9,9,0000Z,880,DONNA,22.4,-76.9,130,948,H4,North Atlantic,0.9486829999999999
24256,1960,9,9,1200Z,880,DONNA,23.2,-78.7,130,934,H4,North Atlantic,0.860233
23211,1961,10,28,1800Z,891,HATTIE,14.1,-81.5,110,969,H3,North Atlantic,0.905539
28557,1961,9,16,1800Z,887,ESTHER,23.3,-61.3,105,944,H3,North Atlantic,1.392839
30309,1961,9,15,1800Z,887,ESTHER,21.8,-56.1,110,961,H3,North Atlantic,1.315295
31417,1961,9,5,0000Z,884,BETSY,23.2,-50.6,105,0,H3,North Atlantic,1.526434
39756,1961,9,6,1800Z,884,BETSY,32.4,-56.8,115,954,H4,North Atlantic,0.806226
54323,1961,9,10,0000Z,885,CARLA,25.6,-92.6,110,944,H3,North Atlantic,0.860233
32240,1961,9,13,1200Z,887,ESTHER,19.8,-46.4,105,970,H3,North Atlantic,1.0198040000000002
23188,1961,7,22,1800Z,883,ANNA,15.2,-79.7,100,0,H3,North Atlantic,1.7
32246,1961,9,13,1800Z,887,ESTHER,20.0,-47.4,110,983,H3,North Atlantic,1.004988
20996,1961,9,8,0600Z,885,CARLA,22.8,-87.8,105,966,H3,North Atlantic,0.583095
31065,1961,9,4,1800Z,884,BETSY,22.0,-50.2,100,982,H3,North Atlantic,1.2649110000000001
20997,1961,9,8,1200Z,885,CARLA,23.1,-88.3,110,965,H3,North Atlantic,0.9486829999999999
45853,1961,9,21,0600Z,887,ESTHER,39.2,-71.8,110,972,H3,North Atlantic,1.3892440000000001
45858,1961,9,21,1200Z,887,ESTHER,40.4,-71.1,110,978,H3,North Atlantic,0.640312
23209,1961,10,28,1200Z,891,HATTIE,13.5,-81.6,105,991,H3,North Atlantic,0.608276
45863,1961,9,21,1800Z,887,ESTHER,40.9,-70.7,105,0,H3,North Atlantic,0.6
23206,1961,10,28,0600Z,891,HATTIE,12.9,-81.7,100,0,H3,North Atlantic,0.608276
43588,1961,10,7,0000Z,889,FRANCES,32.9,-66.3,110,948,H3,North Atlantic,1.627882
43581,1961,10,6,1800Z,889,FRANCES,32.2,-67.4,105,954,H3,North Atlantic,1.3038399999999999
46771,1961,9,19,1200Z,887,ESTHER,31.0,-71.9,125,942,H4,North Atlantic,1.220656
20995,1961,9,8,0000Z,885,CARLA,22.3,-87.3,100,968,H3,North Atlantic,0.7071069999999999
46091,1961,9,20,1200Z,887,ESTHER,35.0,-73.3,120,949,H4,North Atlantic,1.334166
37579,1961,9,12,1200Z,886,DEBBIE,32.2,-45.8,105,975,H3,North Atlantic,0.8246209999999999
37585,1961,9,12,1800Z,886,DEBBIE,33.0,-45.6,105,0,H3,North Atlantic,0.9486829999999999
22231,1961,10,30,0000Z,891,HATTIE,18.2,-82.4,115,956,H4,North Atlantic,1.4317819999999999
46326,1961,9,20,1800Z,887,ESTHER,36.3,-73.0,120,955,H4,North Atlantic,1.5811389999999999
40108,1961,9,7,0600Z,884,BETSY,33.7,-57.8,100,0,H3,North Atlantic,0.7071069999999999
37593,1961,9,13,0000Z,886,DEBBIE,33.9,-45.3,100,0,H3,North Atlantic,0.8246209999999999
40107,1961,9,7,0000Z,884,BETSY,33.1,-57.2,105,0,H3,North Atlantic,0.8485280000000001
46317,1961,9,19,1800Z,887,ESTHER,32.0,-72.6,125,950,H4,North Atlantic,1.118034
22233,1961,10,30,0600Z,891,HATTIE,18.5,-83.8,120,942,H4,North Atlantic,0.316228
20847,1961,10,31,1200Z,891,HATTIE,17.2,-88.1,120,930,H4,North Atlantic,0.8544
31887,1961,9,14,0000Z,887,ESTHER,20.1,-48.4,110,0,H3,North Atlantic,1.004988
46366,1961,9,21,0000Z,887,ESTHER,37.8,-72.5,115,968,H4,North Atlantic,1.565248
31890,1961,9,14,0600Z,887,ESTHER,20.2,-49.4,110,0,H3,North Atlantic,1.104536
31851,1961,9,15,0000Z,887,ESTHER,20.7,-52.1,110,965,H3,North Atlantic,1.360147
31848,1961,9,14,1800Z,887,ESTHER,20.5,-51.3,110,966,H3,North Atlantic,0.8246209999999999
31844,1961,9,14,1200Z,887,ESTHER,20.3,-50.5,110,975,H3,North Atlantic,0.8246209999999999
46144,1961,9,20,0600Z,887,ESTHER,34.0,-73.4,120,957,H4,North Atlantic,1.004988
54319,1961,9,9,1200Z,885,CARLA,24.6,-91.0,110,953,H3,North Atlantic,0.8544
46142,1961,9,20,0000Z,887,ESTHER,33.0,-73.1,120,947,H4,North Atlantic,1.044031
22680,1961,7,23,0000Z,883,ANNA,15.2,-81.4,100,990,H3,North Atlantic,1.5033299999999998
21467,1961,10,31,0000Z,891,HATTIE,17.9,-86.1,140,920,H5,North Atlantic,1.044031
23748,1961,10,29,0000Z,891,HATTIE,15.0,-81.4,110,952,H3,North Atlantic,1.118034
21461,1961,10,30,1800Z,891,HATTIE,18.2,-85.2,140,0,H5,North Atlantic,0.9486829999999999
21458,1961,10,30,1200Z,891,HATTIE,18.4,-84.1,130,937,H4,North Atlantic,1.118034
20928,1961,9,9,0600Z,885,CARLA,24.0,-90.2,110,956,H3,North Atlantic,1.0
20841,1961,10,31,0600Z,891,HATTIE,17.6,-87.1,140,0,H5,North Atlantic,1.077033
45585,1961,9,18,1800Z,887,ESTHER,28.0,-69.4,125,944,H4,North Atlantic,1.220656
45590,1961,9,19,0000Z,887,ESTHER,29.0,-70.1,125,948,H4,North Atlantic,1.3453620000000002
45596,1961,9,19,0600Z,887,ESTHER,30.0,-71.0,125,945,H4,North Atlantic,1.3453620000000002
54325,1961,9,10,0600Z,885,CARLA,26.1,-93.3,115,940,H4,North Atlantic,0.632456
55872,1961,9,10,1200Z,885,CARLA,26.3,-93.9,120,937,H4,North Atlantic,0.72111
39270,1961,9,6,0600Z,884,BETSY,29.9,-55.1,120,950,H4,North Atlantic,1.4142139999999999
54322,1961,9,9,1800Z,885,CARLA,24.9,-91.8,110,948,H3,North Atlantic,1.063015
28332,1961,9,17,0000Z,887,ESTHER,23.8,-62.6,105,939,H3,North Atlantic,1.334166
20998,1961,9,8,1800Z,885,CARLA,23.4,-89.2,110,962,H3,North Atlantic,0.67082
55694,1961,9,11,0000Z,885,CARLA,27.0,-95.0,140,936,H5,North Atlantic,0.728011
44411,1961,9,18,1200Z,887,ESTHER,27.0,-68.6,125,938,H4,North Atlantic,1.280625
44417,1961,10,6,0600Z,889,FRANCES,30.5,-68.8,100,0,H3,North Atlantic,0.921954
44419,1961,10,6,1200Z,889,FRANCES,31.2,-68.2,105,968,H3,North Atlantic,1.280625
29638,1961,9,16,1200Z,887,ESTHER,22.7,-60.0,105,949,H3,North Atlantic,1.4317819999999999
29634,1961,9,16,0600Z,887,ESTHER,22.3,-58.7,105,956,H3,North Atlantic,1.360147
23607,1961,10,29,0600Z,891,HATTIE,16.1,-81.2,110,0,H3,North Atlantic,0.806226
29632,1961,9,16,0000Z,887,ESTHER,22.0,-57.4,110,960,H3,North Atlantic,1.334166
39017,1961,9,6,1200Z,884,BETSY,30.9,-56.1,120,945,H4,North Atlantic,1.6552950000000002
44445,1961,9,18,0600Z,887,ESTHER,26.1,-67.8,120,932,H4,North Atlantic,1.204159
43263,1961,9,18,0000Z,887,ESTHER,25.4,-66.9,120,928,H4,North Atlantic,1.140175
37957,1961,9,11,1800Z,886,DEBBIE,29.3,-45.9,105,0,H3,North Atlantic,1.2
37961,1961,9,12,0000Z,886,DEBBIE,30.5,-45.9,105,0,H3,North Atlantic,1.0
37964,1961,9,12,0600Z,886,DEBBIE,31.5,-45.9,105,0,H3,North Atlantic,0.7071069999999999
43261,1961,9,17,1800Z,887,ESTHER,24.8,-66.2,115,927,H4,North Atlantic,0.921954
22152,1961,10,29,1800Z,891,HATTIE,17.7,-81.9,110,0,H3,North Atlantic,0.7071069999999999
43256,1961,9,17,1200Z,887,ESTHER,24.4,-65.2,110,930,H3,North Atlantic,1.077033
55689,1961,9,10,1800Z,885,CARLA,26.7,-94.5,130,936,H4,North Atlantic,0.583095
42541,1961,10,7,1800Z,889,FRANCES,36.6,-64.2,110,0,H3,North Atlantic,1.9
42888,1961,10,8,0600Z,889,FRANCES,39.2,-64.7,100,0,H3,North Atlantic,1.029563
42883,1961,10,8,0000Z,889,FRANCES,38.5,-64.2,105,0,H3,North Atlantic,0.860233
39256,1961,9,5,1800Z,884,BETSY,26.9,-52.9,120,952,H4,North Atlantic,2.0
38307,1961,9,5,1200Z,884,BETSY,25.6,-52.3,115,957,H4,North Atlantic,1.4317819999999999
38303,1961,9,5,0600Z,884,BETSY,24.5,-51.4,110,0,H3,North Atlantic,1.421267
42721,1961,10,7,0600Z,889,FRANCES,34.0,-65.1,110,0,H3,North Atlantic,1.615549
39262,1961,9,6,0000Z,884,BETSY,28.5,-54.1,120,0,H4,North Atlantic,1.7204650000000001
42731,1961,10,7,1200Z,889,FRANCES,35.5,-64.5,110,0,H3,North Atlantic,1.140175
27919,1961,9,17,0600Z,887,ESTHER,24.1,-63.9,110,934,H3,North Atlantic,1.334166
23656,1961,10,29,1200Z,891,HATTIE,16.9,-81.3,110,963,H3,North Atlantic,1.0
25814,1961,7,21,1800Z,883,ANNA,13.7,-73.3,100,0,H3,North Atlantic,1.4
55666,1961,9,11,1800Z,885,CARLA,28.0,-96.4,125,931,H4,North Atlantic,0.72111
55670,1961,9,12,0000Z,885,CARLA,28.6,-96.8,100,940,H3,North Atlantic,0.984886
25819,1961,7,22,0000Z,883,ANNA,13.7,-74.7,100,984,H3,North Atlantic,1.9235380000000002
55658,1961,9,11,1200Z,885,CARLA,27.6,-96.2,145,935,H5,North Atlantic,0.44721400000000006
24620,1961,7,22,1200Z,883,ANNA,14.5,-78.2,100,976,H3,North Atlantic,1.6552950000000002
37950,1961,9,11,1200Z,886,DEBBIE,27.9,-45.9,100,976,H3,North Atlantic,1.4
55650,1961,9,11,0600Z,885,CARLA,27.2,-95.7,150,936,H5,North Atlantic,0.640312
30936,1961,9,15,1200Z,887,ESTHER,21.6,-54.7,110,966,H3,North Atlantic,1.4142139999999999
24271,1961,7,22,0600Z,883,ANNA,14.0,-76.6,100,982,H3,North Atlantic,1.676305
30932,1961,9,15,0600Z,887,ESTHER,21.1,-53.4,110,965,H3,North Atlantic,1.392839
20999,1961,9,9,0000Z,885,CARLA,23.7,-89.8,110,959,H3,North Atlantic,0.5
46805,1962,10,19,1800Z,898,ELLA,31.3,-73.6,100,962,H3,North Atlantic,1.0
46413,1962,10,20,0000Z,898,ELLA,31.9,-72.8,100,0,H3,North Atlantic,1.486607
26498,1963,10,2,1800Z,905,FLORA,15.1,-70.0,120,968,H4,North Atlantic,0.72111
26494,1963,10,2,1200Z,905,FLORA,14.6,-69.2,120,968,H4,North Atlantic,0.943398
26489,1963,10,2,0600Z,905,FLORA,14.1,-68.3,120,0,H4,North Atlantic,1.029563
27537,1963,10,1,1800Z,905,FLORA,13.0,-66.0,115,975,H4,North Atlantic,1.4317819999999999
25780,1963,10,4,0000Z,905,FLORA,18.0,-73.1,125,944,H4,North Atlantic,1.555635
25788,1963,10,4,0600Z,905,FLORA,19.1,-74.2,105,995,H3,North Atlantic,0.360555
25794,1963,10,4,1200Z,905,FLORA,19.3,-74.5,105,970,H3,North Atlantic,1.077033
25800,1963,10,4,1800Z,905,FLORA,20.3,-74.9,105,970,H3,North Atlantic,1.118034
27532,1963,10,1,1200Z,905,FLORA,12.5,-64.8,115,974,H4,North Atlantic,1.3
26381,1963,10,3,0600Z,905,FLORA,15.9,-71.4,125,0,H4,North Atlantic,0.8485280000000001
26380,1963,10,3,0000Z,905,FLORA,15.5,-70.6,120,0,H4,North Atlantic,0.8944270000000001
28805,1963,10,1,0000Z,905,FLORA,11.6,-62.0,110,981,H3,North Atlantic,1.360147
28799,1963,9,30,1800Z,905,FLORA,11.2,-60.7,105,978,H3,North Atlantic,1.360147
40497,1963,8,24,1800Z,900,BEULAH,24.1,-59.8,100,961,H3,North Atlantic,0.728011
29665,1963,8,24,0600Z,900,BEULAH,23.1,-59.6,105,958,H3,North Atlantic,0.608276
29668,1963,8,24,1200Z,900,BEULAH,23.7,-59.7,105,0,H3,North Atlantic,0.412311
24535,1963,10,5,0000Z,905,FLORA,20.8,-75.9,110,0,H3,North Atlantic,0.6
24538,1963,10,5,1200Z,905,FLORA,20.8,-76.8,105,985,H3,North Atlantic,0.360555
24541,1963,10,5,1800Z,905,FLORA,20.5,-77.0,100,0,H3,North Atlantic,0.412311
24543,1963,10,6,0000Z,905,FLORA,20.4,-77.4,100,0,H3,North Atlantic,0.22360700000000003
24536,1963,10,5,0600Z,905,FLORA,20.8,-76.5,110,0,H3,North Atlantic,0.3
41325,1963,10,10,1800Z,905,FLORA,29.9,-62.2,100,972,H3,North Atlantic,3.324154
42129,1963,10,10,1200Z,905,FLORA,28.1,-64.9,100,969,H3,North Atlantic,3.244996
29809,1963,9,30,1200Z,905,FLORA,10.7,-59.1,100,994,H3,North Atlantic,1.676305
28099,1963,10,1,0600Z,905,FLORA,12.0,-63.3,110,981,H3,North Atlantic,1.5811389999999999
25163,1963,10,3,1200Z,905,FLORA,16.5,-72.0,125,940,H4,North Atlantic,0.781025
27860,1963,10,2,0000Z,905,FLORA,13.6,-67.3,120,970,H4,North Atlantic,1.118034
25164,1963,10,3,1800Z,905,FLORA,17.1,-72.5,125,944,H4,North Atlantic,1.0816649999999999
26384,1964,8,24,0600Z,912,CLEO,16.9,-70.6,135,0,H4,North Atlantic,1.216553
26383,1964,8,24,0000Z,912,CLEO,16.7,-69.5,135,950,H4,North Atlantic,1.118034
26382,1964,8,23,1800Z,912,CLEO,16.7,-68.0,135,950,H4,North Atlantic,1.5
42053,1964,9,5,1800Z,913,DORA,24.8,-62.9,105,960,H3,North Atlantic,0.989949
42054,1964,9,6,0000Z,913,DORA,25.5,-63.6,110,0,H3,North Atlantic,1.0
42055,1964,9,6,0600Z,913,DORA,26.1,-64.4,115,942,H4,North Atlantic,1.0
42057,1964,9,17,1200Z,916,GLADYS,24.6,-64.1,120,954,H4,North Atlantic,1.077033
42058,1964,9,17,1800Z,916,GLADYS,25.0,-65.1,125,945,H4,North Atlantic,0.8944270000000001
49686,1964,9,9,0600Z,913,DORA,29.0,-78.3,100,972,H3,North Atlantic,1.1704700000000001
41309,1964,9,5,1200Z,913,DORA,24.0,-62.1,100,971,H3,North Atlantic,1.131371
42143,1964,9,10,0000Z,914,ETHEL,27.6,-64.0,100,0,H3,North Atlantic,0.8246209999999999
42138,1964,9,9,1800Z,914,ETHEL,27.7,-63.2,100,0,H3,North Atlantic,0.806226
29583,1964,8,22,0600Z,912,CLEO,15.3,-57.8,100,0,H3,North Atlantic,1.9416490000000002
43272,1964,9,18,0600Z,916,GLADYS,25.8,-66.5,125,951,H4,North Atlantic,0.67082
43275,1964,9,18,1200Z,916,GLADYS,26.1,-67.1,120,952,H4,North Atlantic,0.67082
43269,1964,9,18,0000Z,916,GLADYS,25.4,-65.9,125,951,H4,North Atlantic,0.72111
49794,1964,9,9,0000Z,913,DORA,28.8,-77.4,100,0,H3,North Atlantic,0.921954
44463,1964,9,18,1800Z,916,GLADYS,26.4,-67.7,120,953,H4,North Atlantic,0.72111
29588,1964,8,22,1200Z,912,CLEO,15.7,-59.7,110,970,H3,North Atlantic,2.22036
50697,1964,10,14,1800Z,918,ISBELL,25.1,-82.0,110,968,H3,North Atlantic,1.9104970000000001
50059,1964,9,10,0000Z,913,DORA,29.8,-80.7,100,964,H3,North Atlantic,0.7071069999999999
50058,1964,9,9,1800Z,913,DORA,29.7,-80.0,100,962,H3,North Atlantic,0.7071069999999999
50057,1964,9,9,1200Z,913,DORA,29.4,-79.4,100,970,H3,North Atlantic,0.67082
51580,1964,10,14,1200Z,918,ISBELL,24.0,-82.9,110,964,H3,North Atlantic,1.421267
49090,1964,10,15,0600Z,918,ISBELL,27.8,-79.0,100,0,H3,North Atlantic,2.475884
27311,1964,8,23,1200Z,912,CLEO,16.5,-66.6,130,0,H4,North Atlantic,1.4142139999999999
28970,1964,8,23,0000Z,912,CLEO,16.2,-63.4,120,955,H4,North Atlantic,1.603122
28969,1964,8,22,1800Z,912,CLEO,16.0,-61.9,115,962,H4,North Atlantic,1.513275
45692,1964,9,19,1800Z,916,GLADYS,27.6,-69.6,105,962,H3,North Atlantic,0.360555
44005,1964,9,19,1200Z,916,GLADYS,27.3,-69.2,110,960,H3,North Atlantic,0.5
44003,1964,9,19,0600Z,916,GLADYS,27.1,-68.8,110,951,H3,North Atlantic,0.44721400000000006
44002,1964,9,19,0000Z,916,GLADYS,26.8,-68.3,115,962,H4,North Atlantic,0.583095
46788,1964,9,8,0000Z,913,DORA,28.2,-71.8,100,0,H3,North Atlantic,1.236932
45699,1964,9,20,0000Z,916,GLADYS,27.9,-69.8,100,962,H3,North Atlantic,0.5
47576,1964,9,8,0600Z,913,DORA,28.5,-73.0,100,0,H3,North Atlantic,1.403567
27402,1964,8,23,0600Z,912,CLEO,16.3,-65.0,125,0,H4,North Atlantic,1.612452
47580,1964,9,8,1200Z,913,DORA,28.6,-74.4,100,0,H3,North Atlantic,1.5
54490,1964,10,3,1200Z,917,HILDA,28.2,-91.4,100,962,H3,North Atlantic,0.44721400000000006
50601,1964,10,15,0000Z,918,ISBELL,26.4,-80.6,110,0,H3,North Atlantic,2.126029
25806,1964,8,24,1800Z,912,CLEO,17.8,-73.1,130,0,H4,North Atlantic,1.615549
54479,1964,10,3,0000Z,917,HILDA,27.2,-91.4,110,960,H3,North Atlantic,0.5
54498,1964,10,3,1800Z,917,HILDA,28.6,-91.6,100,961,H3,North Atlantic,1.0
43674,1964,9,7,0000Z,913,DORA,27.4,-67.0,100,0,H3,North Atlantic,0.984886
25810,1964,8,25,0000Z,912,CLEO,18.4,-74.6,130,0,H4,North Atlantic,1.118034
43671,1964,9,6,1800Z,913,DORA,27.1,-66.1,110,958,H3,North Atlantic,0.9486829999999999
54328,1964,10,1,0600Z,917,HILDA,24.2,-90.1,110,955,H3,North Atlantic,0.583095
54331,1964,10,1,1200Z,917,HILDA,24.5,-90.6,120,951,H4,North Atlantic,0.583095
54332,1964,10,1,1800Z,917,HILDA,24.8,-91.1,130,941,H4,North Atlantic,0.5
54334,1964,10,2,0000Z,917,HILDA,25.2,-91.4,130,942,H4,North Atlantic,0.583095
22972,1964,10,14,0600Z,918,ISBELL,23.2,-83.6,100,0,H3,North Atlantic,1.063015
54336,1964,10,2,0600Z,917,HILDA,25.7,-91.7,125,0,H4,North Atlantic,0.6
48331,1964,9,8,1800Z,913,DORA,28.6,-75.9,100,963,H3,North Atlantic,1.513275
54338,1964,10,2,1200Z,917,HILDA,26.3,-91.7,120,0,H4,North Atlantic,0.5
25165,1964,8,24,1200Z,912,CLEO,17.1,-71.8,135,0,H4,North Atlantic,1.476482
43668,1964,9,6,1200Z,913,DORA,26.7,-65.2,115,0,H4,North Atlantic,0.984886
54475,1964,10,2,1800Z,917,HILDA,26.8,-91.7,115,0,H4,North Atlantic,0.5
24558,1964,8,25,1200Z,912,CLEO,19.4,-76.6,100,0,H3,North Atlantic,1.16619
54485,1964,10,3,0600Z,917,HILDA,27.7,-91.4,105,964,H3,North Atlantic,0.5
24556,1964,8,25,0600Z,912,CLEO,18.9,-75.6,125,0,H4,North Atlantic,1.118034
51589,1965,9,8,1200Z,922,BETSY,25.1,-80.7,110,952,H3,North Atlantic,1.513275
51594,1965,9,8,1800Z,922,BETSY,25.3,-82.2,105,948,H3,North Atlantic,1.4142139999999999
47219,1965,9,3,1800Z,922,BETSY,26.3,-73.7,115,950,H4,North Atlantic,0.8485280000000001
48271,1965,9,4,1200Z,922,BETSY,28.1,-75.3,120,951,H4,North Atlantic,0.583095
48275,1965,9,4,1800Z,922,BETSY,28.6,-75.6,115,946,H4,North Atlantic,0.282843
48278,1965,9,5,0000Z,922,BETSY,28.8,-75.4,110,943,H3,North Atlantic,0.22360700000000003
